churn,gender,level,timedelta,nb_unique_songs,nb_total_songs,nb_unique_artists,total_length,total_add_playlist,total_add_friend,total_thumbs_up,total_thumbs_down,total_ads,think_upgrade,has_upgraded,think_downgrade,has_downgraded,nb_404,Windows 8,iPad,iPhone,Macintosh,Linux,Unknown,Windows Vista,Windows 81,Windows XP,Windows Seven
1,0,1,48,327.0,340.0,302.0,81506.69312000001,7.0,6.0,15.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,53,425.0,447.0,386.0,112240.33283,18.0,4.0,36.0,2.0,5.0,1.0,1.0,4.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0
0,0,1,73,1954.0,2262.0,1423.0,560601.4364100001,54.0,31.0,124.0,20.0,5.0,1.0,1.0,24.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0
0,1,1,136,1101.0,1188.0,909.0,292175.60507,34.0,20.0,48.0,12.0,1.0,0.0,0.0,17.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,46,291.0,297.0,271.0,73222.65720000003,9.0,6.0,25.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,0,77,165.0,169.0,161.0,43181.63762,3.0,3.0,5.0,3.0,15.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,0,24,37.0,37.0,36.0,9915.77749,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,119,936.0,998.0,789.0,247165.82356000005,27.0,13.0,48.0,14.0,0.0,1.0,1.0,10.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1
0,1,1,144,812.0,872.0,698.0,215598.23328,37.0,17.0,42.0,7.0,21.0,3.0,1.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,58,2431.0,2850.0,1760.0,709330.8743000001,75.0,54.0,119.0,30.0,14.0,3.0,1.0,29.0,1.0,3.0,0,0,1,0,0,0,0,0,0,0
1,0,0,19,90.0,92.0,88.0,22964.595070000007,4.0,5.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,0,1,62,1900.0,2164.0,1430.0,535410.1143200003,66.0,27.0,120.0,18.0,89.0,12.0,2.0,14.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0
0,1,0,143,41.0,41.0,41.0,10253.59122,1.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,1,1,63,1201.0,1303.0,962.0,321268.20261000004,41.0,12.0,53.0,10.0,18.0,2.0,1.0,17.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,82,872.0,945.0,736.0,234473.41963000002,20.0,20.0,51.0,10.0,19.0,1.0,1.0,4.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0
0,0,0,150,39.0,39.0,39.0,8300.468850000001,1.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0
0,0,1,72,2469.0,2873.0,1751.0,719529.8777099998,81.0,43.0,136.0,34.0,14.0,2.0,1.0,21.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0
1,1,1,18,539.0,573.0,472.0,138343.75978000005,19.0,2.0,63.0,5.0,11.0,2.0,1.0,1.0,0.0,4.0,0,0,0,0,0,0,0,0,0,1
0,0,1,39,214.0,218.0,194.0,53897.90610000001,5.0,2.0,12.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
0,0,0,60,13.0,13.0,13.0,3278.5704399999995,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,77,65.0,65.0,64.0,17482.70691,1.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,67,2275.0,2659.0,1625.0,657232.7405000001,87.0,43.0,226.0,24.0,3.0,0.0,0.0,16.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0
0,0,1,78,2649.0,3113.0,1805.0,771265.98455,84.0,55.0,167.0,28.0,95.0,13.0,2.0,22.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0
0,0,1,100,289.0,298.0,276.0,74842.71863999998,9.0,12.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
0,0,0,34,167.0,171.0,159.0,40449.881599999986,8.0,7.0,7.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,69,1636.0,1834.0,1259.0,453037.16998999997,49.0,27.0,102.0,15.0,36.0,8.0,3.0,17.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1
1,1,1,46,502.0,531.0,437.0,135554.00565999994,13.0,9.0,35.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
1,1,0,97,170.0,175.0,163.0,43733.837410000015,5.0,10.0,8.0,2.0,29.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,32,121.0,122.0,115.0,29880.23857,5.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,1,1,46,269.0,277.0,250.0,65928.93884999998,7.0,14.0,24.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
1,0,0,69,117.0,119.0,114.0,29266.101149999995,3.0,1.0,7.0,1.0,14.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1
1,1,1,111,2836.0,3344.0,1996.0,832427.30775,90.0,58.0,173.0,36.0,4.0,1.0,1.0,32.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
1,1,1,86,1345.0,1480.0,1060.0,374865.45783,38.0,22.0,75.0,59.0,42.0,4.0,1.0,8.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0
0,1,1,92,1176.0,1287.0,935.0,320322.47282,38.0,35.0,61.0,12.0,39.0,4.0,1.0,14.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0
0,0,1,84,1312.0,1462.0,1055.0,365218.28888,46.0,32.0,61.0,15.0,7.0,2.0,2.0,17.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0
0,0,0,47,64.0,65.0,64.0,16292.489700000002,1.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
1,1,1,34,366.0,385.0,324.0,96055.72754999998,6.0,5.0,16.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,111,2236.0,2581.0,1609.0,643283.8582199998,69.0,72.0,133.0,25.0,2.0,0.0,0.0,27.0,0.0,9.0,0,0,0,1,0,0,0,0,0,0
0,1,0,86,713.0,759.0,594.0,191671.45353,19.0,8.0,42.0,6.0,56.0,6.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0
0,0,0,99,37.0,38.0,37.0,9664.97543,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,103,4613.0,5864.0,2941.0,1445337.84107,169.0,114.0,295.0,55.0,41.0,5.0,1.0,59.0,0.0,6.0,0,0,0,0,0,0,0,0,0,1
1,1,1,70,777.0,835.0,648.0,207711.96099999992,28.0,19.0,56.0,6.0,6.0,1.0,1.0,13.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0
0,1,1,74,1434.0,1591.0,1115.0,394909.47623999993,36.0,35.0,73.0,14.0,37.0,4.0,1.0,11.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
1,0,1,85,1816.0,2050.0,1367.0,515348.88122,58.0,49.0,99.0,27.0,19.0,4.0,2.0,18.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,1,141,1934.0,2219.0,1471.0,556255.73045,62.0,36.0,98.0,22.0,4.0,2.0,1.0,16.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1
1,0,1,56,337.0,349.0,301.0,85632.07686000003,7.0,10.0,20.0,1.0,10.0,1.0,1.0,4.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,0,1,286,743.0,800.0,630.0,199945.51156000004,23.0,17.0,44.0,11.0,28.0,7.0,1.0,4.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,1,0,127,340.0,346.0,305.0,85245.51811000003,9.0,9.0,21.0,1.0,22.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,79,1014.0,1101.0,832.0,273405.82892,30.0,19.0,52.0,11.0,56.0,2.0,1.0,12.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0
0,0,0,105,83.0,83.0,81.0,21977.32722,2.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,1,64,61.0,61.0,58.0,15770.094789999996,3.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
0,0,1,63,2418.0,2852.0,1723.0,708081.1754300002,95.0,59.0,144.0,30.0,43.0,7.0,3.0,27.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0
0,1,1,88,655.0,699.0,574.0,177040.42753000004,19.0,12.0,25.0,9.0,1.0,0.0,0.0,8.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
0,1,0,110,62.0,62.0,57.0,15509.67963,1.0,7.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
1,1,0,23,49.0,49.0,49.0,11474.21127,0.0,0.0,2.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,0,63,238.0,244.0,226.0,61311.079560000006,9.0,6.0,6.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,1,1,72,364.0,374.0,329.0,91161.77,14.0,10.0,21.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,1,265,90.0,91.0,86.0,22728.7359,1.0,1.0,4.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0
0,1,0,77,367.0,381.0,340.0,95903.61821,11.0,10.0,17.0,6.0,33.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
1,0,1,40,773.0,822.0,650.0,200516.25101,24.0,16.0,36.0,12.0,8.0,2.0,2.0,9.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,1,77,861.0,927.0,740.0,230439.25957,27.0,20.0,46.0,6.0,36.0,4.0,1.0,5.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1
0,1,1,49,184.0,187.0,176.0,46055.38622,3.0,4.0,11.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,1,64,1238.0,1371.0,991.0,342234.41503000003,27.0,31.0,61.0,41.0,93.0,8.0,1.0,7.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0
0,1,1,61,502.0,538.0,443.0,131050.36177,27.0,15.0,30.0,7.0,0.0,0.0,0.0,11.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
0,0,1,186,503.0,528.0,439.0,130776.21124999998,20.0,8.0,27.0,5.0,1.0,0.0,0.0,6.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,1,176,431.0,443.0,394.0,111769.16392000002,20.0,11.0,42.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0
0,0,1,65,620.0,663.0,512.0,162499.66996,20.0,14.0,27.0,2.0,37.0,2.0,0.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0
0,0,1,59,862.0,939.0,714.0,235830.95384999996,25.0,13.0,79.0,7.0,6.0,2.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
1,1,1,14,680.0,729.0,600.0,181608.02852,20.0,17.0,34.0,6.0,33.0,5.0,1.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,0,79,102.0,104.0,99.0,25248.187990000002,2.0,0.0,5.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
1,1,1,71,558.0,591.0,478.0,146729.44948000007,14.0,10.0,24.0,7.0,4.0,1.0,1.0,11.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,91,992.0,1083.0,827.0,266906.23211000004,39.0,11.0,54.0,33.0,43.0,8.0,1.0,4.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,0,75,515.0,539.0,456.0,135727.03731999994,22.0,12.0,31.0,17.0,51.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,0,1,57,396.0,407.0,351.0,100910.65297000002,8.0,5.0,19.0,5.0,33.0,4.0,1.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,1,66,497.0,520.0,434.0,129680.97888,10.0,6.0,22.0,7.0,0.0,0.0,0.0,9.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,0,124,389.0,402.0,350.0,102158.83816,12.0,8.0,22.0,1.0,40.0,4.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,64,806.0,878.0,675.0,218855.59533,14.0,35.0,33.0,5.0,20.0,3.0,1.0,8.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1
0,1,1,90,385.0,399.0,349.0,98978.14395000004,15.0,18.0,23.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
1,0,0,57,317.0,328.0,291.0,80364.49458000001,7.0,4.0,11.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,48,610.0,652.0,522.0,162222.15021,21.0,9.0,37.0,4.0,11.0,1.0,1.0,9.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0
0,1,1,139,2949.0,3524.0,2026.0,863663.53841,92.0,89.0,188.0,33.0,53.0,6.0,2.0,42.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0
0,1,0,171,146.0,151.0,141.0,37851.09891,3.0,3.0,14.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
1,1,1,69,2933.0,3540.0,2055.0,877106.0823700001,91.0,66.0,176.0,36.0,37.0,1.0,1.0,27.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1
1,1,1,77,763.0,814.0,674.0,207796.5813,29.0,11.0,46.0,8.0,0.0,0.0,0.0,8.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1
0,1,1,65,1024.0,1119.0,850.0,275047.85189000005,40.0,24.0,52.0,8.0,46.0,7.0,1.0,8.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0
0,0,1,97,2811.0,3293.0,1957.0,808729.9879300002,105.0,43.0,311.0,26.0,13.0,3.0,1.0,15.0,0.0,5.0,0,0,0,0,0,0,0,0,0,1
0,0,1,49,118.0,122.0,114.0,30153.218139999997,3.0,0.0,9.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,1,1,140,1407.0,1579.0,1127.0,393499.52223,38.0,33.0,75.0,15.0,26.0,1.0,1.0,23.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0
1,0,1,55,294.0,307.0,271.0,74174.52867999999,6.0,5.0,18.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,1,0,48,161.0,162.0,152.0,42941.05308000001,5.0,3.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,128,1509.0,1668.0,1172.0,414975.34807,45.0,23.0,103.0,16.0,12.0,2.0,1.0,9.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,0,2,18.0,18.0,18.0,4550.18285,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,100,4025.0,4979.0,2602.0,1240385.7654199998,127.0,105.0,252.0,54.0,10.0,2.0,1.0,56.0,0.0,9.0,0,0,0,1,0,0,0,0,0,0
0,0,1,124,5147.0,6711.0,3154.0,1659585.52836,185.0,110.0,315.0,71.0,114.0,20.0,6.0,58.0,6.0,5.0,0,0,1,0,0,0,0,0,0,0
0,0,1,64,1167.0,1294.0,947.0,323890.2997,38.0,16.0,61.0,9.0,21.0,3.0,1.0,14.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0
1,1,1,131,2633.0,3129.0,1848.0,781893.0626900002,89.0,62.0,154.0,37.0,3.0,0.0,0.0,30.0,0.0,7.0,0,0,0,0,0,0,0,0,0,1
0,1,0,107,2.0,2.0,2.0,541.41297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
0,1,1,55,87.0,87.0,87.0,21811.578540000002,4.0,2.0,6.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,1,64,249.0,258.0,228.0,63538.95238999999,7.0,6.0,12.0,2.0,9.0,2.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,0,50,42.0,42.0,41.0,11050.61281,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,1,53,450.0,477.0,414.0,118082.03022999995,14.0,7.0,23.0,13.0,50.0,1.0,1.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,74,234.0,243.0,226.0,59490.13625999999,10.0,9.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,1,1,87,233.0,237.0,217.0,58954.707259999974,5.0,3.0,19.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,97,815.0,879.0,677.0,219129.5673,26.0,13.0,50.0,10.0,29.0,2.0,0.0,8.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1
1,1,1,107,1369.0,1550.0,1075.0,382796.48897,48.0,45.0,58.0,23.0,52.0,3.0,1.0,22.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0
0,1,1,70,1693.0,1936.0,1286.0,487262.95663999993,58.0,35.0,101.0,21.0,50.0,7.0,2.0,17.0,1.0,3.0,0,0,0,0,0,0,0,0,0,1
0,1,1,95,432.0,448.0,381.0,108804.81242999999,11.0,4.0,26.0,5.0,29.0,2.0,1.0,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,191,1301.0,1433.0,1035.0,349343.4811,55.0,13.0,133.0,21.0,6.0,1.0,1.0,9.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1
0,1,1,104,1588.0,1794.0,1244.0,442708.65906000003,54.0,33.0,82.0,27.0,7.0,2.0,1.0,24.0,0.0,4.0,0,0,0,0,0,0,0,0,0,1
0,1,0,57,24.0,24.0,24.0,6640.78586,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
0,1,1,92,4603.0,5921.0,2932.0,1461984.06374,165.0,130.0,296.0,68.0,63.0,9.0,3.0,60.0,3.0,10.0,0,0,0,1,0,0,0,0,0,0
0,1,0,43,226.0,229.0,211.0,55962.67159000001,4.0,1.0,7.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,0,0,35,94.0,96.0,89.0,23759.34259,0.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,0,8,27.0,27.0,26.0,6255.556750000002,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,0,1,99,2456.0,2838.0,1758.0,705711.0395699998,87.0,52.0,144.0,24.0,15.0,4.0,2.0,31.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0
1,1,1,121,868.0,939.0,721.0,237295.35234999997,35.0,20.0,45.0,5.0,5.0,1.0,1.0,13.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,75,1393.0,1561.0,1094.0,386395.42609,43.0,24.0,137.0,17.0,2.0,1.0,1.0,14.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0
1,0,1,70,3793.0,4749.0,2466.0,1181753.0664200005,133.0,89.0,222.0,43.0,69.0,9.0,2.0,46.0,2.0,8.0,0,1,0,0,0,0,0,0,0,0
1,0,0,71,664.0,709.0,575.0,177102.56850999998,21.0,11.0,43.0,6.0,58.0,7.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,1,88,203.0,205.0,192.0,50552.67109,9.0,1.0,8.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
0,1,1,8,261.0,272.0,240.0,68555.62625,6.0,2.0,14.0,9.0,5.0,1.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
1,1,1,73,118.0,120.0,118.0,29756.967629999985,3.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,0,63,949.0,1016.0,790.0,250723.53618,20.0,10.0,51.0,6.0,89.0,8.0,0.0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0
0,0,0,43,577.0,607.0,501.0,152587.74113,22.0,16.0,30.0,12.0,50.0,5.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
0,1,1,118,176.0,176.0,162.0,45439.606739999996,8.0,1.0,6.0,0.0,5.0,3.0,1.0,2.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,65,1403.0,1558.0,1089.0,387311.25442,38.0,30.0,71.0,11.0,4.0,1.0,1.0,14.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0
0,1,1,59,454.0,465.0,402.0,114260.47813999998,12.0,2.0,47.0,4.0,2.0,0.0,0.0,4.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
0,1,0,58,110.0,112.0,105.0,27234.953310000004,4.0,1.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0,1,1,63,650.0,684.0,559.0,168440.06205999994,15.0,12.0,38.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
0,1,1,77,1023.0,1129.0,818.0,277765.75754,34.0,18.0,52.0,7.0,18.0,3.0,2.0,11.0,2.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,1,123,272.0,283.0,251.0,72076.33213,8.0,5.0,24.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1
0,1,1,108,629.0,664.0,541.0,162117.50111999994,17.0,16.0,40.0,6.0,19.0,2.0,1.0,9.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,86,698.0,735.0,607.0,178324.59079000002,18.0,15.0,35.0,8.0,7.0,1.0,1.0,9.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
1,1,1,27,1069.0,1168.0,858.0,290429.95821999985,31.0,21.0,56.0,9.0,0.0,0.0,0.0,18.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
0,0,1,90,2643.0,3129.0,1866.0,765374.1893500001,96.0,60.0,167.0,37.0,25.0,2.0,1.0,38.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0
1,0,1,5,116.0,117.0,113.0,31789.817979999985,4.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,0,52,170.0,173.0,163.0,43221.75994000002,3.0,0.0,12.0,3.0,19.0,5.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,0,20,36.0,37.0,36.0,8813.305710000002,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,0,93,136.0,136.0,132.0,33502.634820000014,4.0,6.0,8.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,0,92,47.0,47.0,47.0,11581.862760000002,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,0,102,118.0,119.0,115.0,28094.74445,2.0,0.0,2.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
1,0,1,130,2312.0,2685.0,1656.0,665115.476,80.0,47.0,146.0,19.0,4.0,0.0,0.0,31.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0
1,1,1,66,786.0,837.0,665.0,210451.99605,22.0,18.0,48.0,28.0,43.0,4.0,1.0,6.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0
0,0,1,193,2065.0,2353.0,1486.0,589993.8260900001,66.0,59.0,113.0,30.0,60.0,10.0,1.0,25.0,0.0,2.0,0,0,0,0,0,0,0,1,0,0
1,0,1,71,2019.0,2334.0,1485.0,574708.2837,75.0,51.0,123.0,23.0,21.0,2.0,1.0,30.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0
0,1,1,167,2807.0,3313.0,1975.0,821401.2733099997,91.0,54.0,168.0,37.0,8.0,1.0,1.0,39.0,1.0,7.0,0,0,0,0,0,0,0,0,0,1
1,1,1,30,1024.0,1106.0,859.0,276609.6404,31.0,35.0,69.0,31.0,42.0,7.0,3.0,15.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1
0,0,1,97,1122.0,1222.0,913.0,305399.13902,36.0,12.0,64.0,10.0,0.0,0.0,0.0,6.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0
0,1,1,34,328.0,340.0,296.0,82241.96167999996,8.0,11.0,20.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,0,99,162.0,166.0,156.0,41056.551660000005,3.0,5.0,7.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,1,97,143.0,144.0,136.0,35511.131409999995,5.0,3.0,5.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,1,1,122,16.0,16.0,16.0,3940.041740000001,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
0,0,1,63,2435.0,2861.0,1729.0,702148.50193,94.0,48.0,257.0,30.0,3.0,0.0,0.0,15.0,0.0,4.0,0,0,0,0,0,0,0,1,0,0
0,0,1,73,922.0,985.0,754.0,245734.84150000013,28.0,25.0,50.0,14.0,24.0,3.0,1.0,5.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,65,1261.0,1378.0,1004.0,348111.80642000004,35.0,32.0,59.0,46.0,40.0,4.0,2.0,18.0,2.0,0.0,0,0,0,0,1,0,0,0,0,0
1,0,1,26,475.0,501.0,430.0,124339.15564000006,23.0,10.0,28.0,13.0,28.0,2.0,1.0,7.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
